"id","lat","lon","radius","name_overpass","address_overpass","access","source","operation_hours","operation_hours_json","amenity","amenity_category"
"2","38.9243288","-77.211474","50","","","","OVERPASS","","","parking","parking"
"21","43.2378974","-78.9101523","50","","Ransomville Road Ransomville 14131","","OVERPASS","","","pharmacy","healthcare"
"28","41.6003265","-87.2677099","50","Miller Beach Cigar Bar"," Tiny's Coffee Bar"," Dialogue Wine Bar"," Marshall J. Gardner Center for the Arts""""","South Lake Street Gary IN 46403, South Lake Street Gary IN 46403, South Lake Street Gary IN 46403, South Lake Street Gary IN 46403"",,OVERPASS,,,""arts_centre, bar, cafe, charging_station, parking"",food_and_drink","","",""
"36","32.8635083","-115.5714121","50","","","","OVERPASS","","","restaurant","food_and_drink"
"31","37.3810439","-121.9744","50","Starbucks"," Chipotle"," Lee's Sandwiches""""","Coronado Place Santa Clara CA 95054, Coronado Place Santa Clara CA 95054"",customers,OVERPASS,""['Mo-Fr 05:00-20:00', 'Sa-Su 05:30-20:00']"",,""cafe, fast_food, parking"",food_and_drink","","","",""
"91","37.6579634","-122.0931566","50","","","","OVERPASS","","","parking","parking"
"93","38.5846909","-121.4802436","50","","","","OVERPASS","","","parking","parking"
"95","47.2479617","-91.3129415","50","","","","OVERPASS","","","parking","parking"
"37","32.880587","-117.2037167","50","","","","OVERPASS","","","parking","parking"
"38","35.3435625","-80.1783947","200","Applebee's"," Parkway House Restaurant"," Starbucks""""","NC 24-27 Albemarle NC 28001, NC 24-27 Albemarle NC 28001, NC-24 28001"",,OVERPASS,,,""cafe, restaurant"",food_and_drink","","","",""
"39","39.4117688","-77.4127632","200","Asbury United Methodist Church","West All Saints Street","","OVERPASS","","","place_of_worship","other"
"333","33.1786263","-96.829315","200","Memorial High School","","","OVERPASS","","","school","education"
"378","47.6194737","-122.2012785","50","","","","OVERPASS","","","parking","parking"
"44","41.178005","-104.0750188","50","","","","OVERPASS","","","parking","parking"
"45","41.8302427","-88.0247515","50","","","","OVERPASS","","","parking","parking"
"47","42.3445689","-71.0306099","50","","","","OVERPASS","","","parking","parking"
"48","30.3036487","-97.7048284","50","","","customers","OVERPASS","","","parking","parking"
"516","33.2808612","-111.8176901","100","","","","OVERPASS","","","waste_disposal","other"
"51","41.0782431","-85.1359112","50","","","","OVERPASS","","","parking","parking"
"54","26.6040443","-81.8094648","50","","","","OVERPASS","","","parking","parking"
"57","41.5577916","-72.1130487","50","Illiano's","","","OVERPASS","","","restaurant","food_and_drink"
"58","46.5436062","-87.3862851","50","","","","OVERPASS","","","parking","parking"
"600","40.5710994","-122.4026698","50","","","","OVERPASS","","","parking","parking"
"603","39.807101","-104.9861931","50","","","","OVERPASS","","","parking","parking"
"744","35.8636088","-78.8348072","50","","","","OVERPASS","","","parking","parking"
"62","40.0467229","-75.5190642","50","","","","OVERPASS","","","parking","parking"
"63","33.6522142","-117.7474482","50","Dr. Bradley Noon"," 200 Parking""""","Spectrum Center Drive Irvine CA 92618, Spectrum Center Drive Irvine CA"",,OVERPASS,""['Mo-Fr 08:00-17:00', 'Sa-Su off']"",,""clinic, parking, parking_entrance"",healthcare","","","","",""
"67","33.8239796","-116.5116864","50","Palm Springs City Hall","CA","","OVERPASS","","","townhall","government_civic"
"69","35.1031699","-106.6029865","50","","","","OVERPASS","","","parking","parking"
"70","35.7618688","-84.0073339","50","","","","OVERPASS","","","parking","parking"
"71","38.7493769","-121.2654084","50","","","","OVERPASS","","","parking","parking"
"1117","31.4469221","-100.4957322","50","","","","OVERPASS","","","parking","parking"
"83","33.6846071","-117.8839607","50","","Bristol Street Costa Mesa CA 92626","","OVERPASS","","","parking","parking"
"84","33.8257213","-117.9951367","50","West Anaheim Medical Center","West Orange Avenue Anaheim 92804","","OVERPASS","['24/7']","","hospital","healthcare"
"86","39.6526438","-84.1144467","100","Miami Valley Hospital South","Miami Valley Drive Centerville 45459","","OVERPASS","['24/7']","","hospital","healthcare"
"1333","41.7684304","-72.6450707","50","","","","OVERPASS","","","parking","parking"
"87","40.4541175","-79.9546863","200","","","","OVERPASS","","","parking_entrance","parking"
"89","44.6981672","-73.4530334","50","Aleka's"," Fred Villari's Studios"," Pizza Bono""""","Margaret Street Plattsburgh NY 12901, Margaret Street Plattsburgh NY 12901"",yes,OVERPASS,,,""dojo, parking, restaurant"",food_and_drink","","","",""
"90","34.1257691","-109.9356725","100","Charlie Clark's Steakhouse","East White Mountain Blvd AZ","","OVERPASS","","","restaurant","food_and_drink"
"97","41.5180371","-72.7944955","200","","","","OVERPASS","","","parking","parking"
"1642","35.0882814","-106.649755","50","ChargePoint"," Lounge 201"," Icon Bistro""""","Marquette Avenue Northwest Albuquerque NM, Marquette Avenue Northwest Albuquerque NM"",private,OVERPASS,,,""cafe, charging_station, parking, restaurant"",food_and_drink","","","",""
"1686","36.0677493","-119.017847","50","Porterville Transit Center"," Porterville Transit Center""""","West Oak Avenue Porterville CA 93257, West Oak Avenue Porterville CA 93257"",,OVERPASS,,,bus_station,other","","","","",""
"1688","38.7182007","-75.1118336","100","Mission BBQ","","","OVERPASS","","","restaurant","food_and_drink"
"1731","26.308225","-81.8114859","200","","","","OVERPASS","","","fountain","other"
"1821","42.130734","-71.0823571","50","YMCA Community Center","","","OVERPASS","","","community_centre","other"
"1869","34.1509806","-117.2177499","100","San Manuel Community Center","","","OVERPASS","","","community_centre","other"
"100","35.0568682","-118.1579955","100","Voyager","","","OVERPASS","","","restaurant","food_and_drink"
"102","40.7780682","-73.9556027","50","New York Medical Imaging Associates"," Home Kitchen"," Sweetgreen""""","East 84th Street, East 84th Street New York NY 10028, 3rd Avenue 10028"",,OVERPASS,""['Mo-Su 11:30-22:00, Mo-Su 10:30-22:00']"",,""clinic, fast_food, restaurant"",food_and_drink","","","",""
"1966","40.221886","-75.5516458","200","","","","OVERPASS","","","parking","parking"
"104","33.3742937","-112.5721774","50","","","","OVERPASS","","","waste_disposal","other"
"2096","29.6508859","-95.2602051","50","","","","OVERPASS","","","parking","parking"
"2179","29.4249701","-95.0612281","50","ChargePoint","","","OVERPASS","","","charging_station","transport"
"113","42.2955902","-71.2125332","200","","","yes","OVERPASS","","","parking","parking"
"114","34.050161","-118.2535756","50","Starbucks","West 5th Street Los Angeles CA 90013","","OVERPASS","","","cafe","food_and_drink"
"2325","33.8241753","-118.1479184","50","","","customers","OVERPASS","","","parking","parking"
"118","47.4833861","-122.1782545","50","Renton Solid Waste Transfer Station","","","OVERPASS","","","waste_transfer_station","other"
"2412","33.5633218","-112.2401767","50","","","","OVERPASS","","","waste_disposal","other"
"121","42.4396732","-96.3590696","50","","","","OVERPASS","","","charging_station","transport"
"122","45.4462874","-122.6345771","100","Bridge City Community Church","Southeast Harrison Street Milwaukie 97222","","OVERPASS","","","place_of_worship","other"
"123","47.7768195","-122.1807846","50","","","","OVERPASS","","","parking","parking"
"125","29.6506338","-97.5942666","100","","","","OVERPASS","","","parking","parking"
"126","36.8503893","-119.8065619","200","Eureka!"," Kikku Kitchen""""","North Palm Avenue Fresno CA 93711, North Palm Avenue Fresno CA 93711"",,OVERPASS,""['Su-Th 11:00-23:00', 'Fr-Sa 11:00-24:00, Mo-Fr 11:00-20:00']"",,""fountain, parking, restaurant"",food_and_drink","","","","",""
"127","40.6109817","-75.378602","50","Zekcraft Cafe Bethlehem"," Blink"," Anna's Brick Oven Pizza"," New Street Garage""""","South New Street Bethlehem PA 18015, South New Street Bethlehem PA 18015, South New Street Bethlehem PA 18015"",,OVERPASS,""['Tu-Fr 08:00-17:00, Sa 10:00-16:00, Mo-Th 11:00-22:00', 'Fr-Sa 11:00-23:00', 'Su 12:00-22:00']"",,""cafe, charging_station, parking, parking_entrance, restaurant"",food_and_drink","","",""
"129","37.2838539","-121.9320382","100","VCA Bascom Animal Hospital"," Aloha Montessori Preschool""""","South Bascom Avenue Campbell CA 95008, Apricot Avenue Campbell CA 95008"",private,OVERPASS,,,""childcare, parking, veterinary"",healthcare","","","","",""
"133","32.7432722","-97.3366305","50","","","","OVERPASS","","","doctors","healthcare"
"134","32.8222854","-79.951333","200","The Refinery Charleston","Meeting Street Charleston SC 29405","","OVERPASS","","","community_centre","other"
"135","32.978379","-115.5380452","100","First Church of Christ Scientist","","","OVERPASS","","","place_of_worship","other"
"136","35.0821601","-97.8894026","50","","","","OVERPASS","","","parking","parking"
"137","40.7629402","-74.0802236","50","Secaucus Public Library Annex","NJ","","OVERPASS","","","library","other"
"140","32.7630604","-97.1668076","50","Tesla Supercharger","","yes","OVERPASS","","","charging_station","transport"
"141","39.8002986","-75.3430035","200","Logan Township Municipal Building","","","OVERPASS","","","townhall","government_civic"
"142","40.4872159","-74.8624797","100","Enterprise","","","OVERPASS","","","car_rental","transport"
"8374","34.0713926","-118.3443773","50","","","","OVERPASS","","","parking","parking"
"40592","32.9272848","-96.8967656","50","","","","OVERPASS","","","parking","parking"
"144","40.7218642","-73.956482","50","Tesla Supercharger","","","OVERPASS","","","charging_station","transport"
"145","40.9490177","-73.733933","50","LMCTV Studio 2"," Artistree Performing Arts"," Emelin Theatre"," Piccolo Mulino"," Bach to Rock""""","Library Lane Mamaroneck 10543, West Boston Post Road Mamaroneck NY 10543, Library Lane Mamaroneck NY 10543, Mamaroneck Avenue Mamaroneck NY 10543, Mamaroneck Avenue Mamaroneck NY 10543"",,OVERPASS,,,""music_school, restaurant, studio, theatre"",food_and_drink","",""
"146","33.682781","-117.8534987","50","","Main Street Irvine CA 92614","yes","OVERPASS","","","parking","parking"
"148","38.8807235","-77.1766946","50","Pizzeria Orso","South Maple Avenue VA 22046","","OVERPASS","","","restaurant","food_and_drink"
"149","42.2363917","-71.1782516","50","Tesla Service Center Dedham - Tesla Supercharger","840 Providence Highway Dedham MA 02026-6810","yes","OVERPASS","['24/7']","","charging_station","transport"
"2476","35.1423332","-118.449253","50","Denny's","","","OVERPASS","","","restaurant","food_and_drink"
"153","32.2191982","-80.7314491","100","Hilton Head Island High School","Wilborn Road Hilton Head Island SC 29926","","OVERPASS","","","school","education"
"2514","32.135643","-81.2414502","50","","","","OVERPASS","","","parking","parking"
"2788","47.1451338","-122.43918","50","University Center Parking Lot","Tacoma WA 98447","customers","OVERPASS","","","parking","parking"
"2789","47.6211204","-122.3537162","50","","","","OVERPASS","","","parking_entrance","parking"
"2881","34.9049065","-79.7091897","50","Richmond Community College","West Hamlet Avenue Hamlet NC 28345","","OVERPASS","","","university","education"
"163","47.3912782","-119.4839941","50","","","","OVERPASS","","","parking","parking"
"2922","43.1041453","-77.4409692","50","","","","OVERPASS","","","parking","parking"
"167","37.8125151","-122.3008777","50","","","","OVERPASS","","","parking","parking"
"168","30.4000367","-97.7178887","50","","","","OVERPASS","","","parking_entrance","parking"
"169","38.933383","-76.9377834","200","","","private","OVERPASS","","","parking","parking"
"172","37.4362687","-121.9221108","50","","","","OVERPASS","","","parking","parking"
"173","26.1389481","-80.1196122","100","","","","OVERPASS","","","parking","parking"
"174","32.7637267","-117.15712","100","","","","OVERPASS","","","parking_space","parking"
"3242","43.2136095","-77.6401098","50","Patti's Pantry","Dewey Avenue Rochester NY 14616","","OVERPASS","","","restaurant","food_and_drink"
"175","33.8545082","-118.1956881","50","Jehovah's Witness Kingdom Hall"," Los Eduardo's""""","Market Street Long Beach 90805, Long Beach Boulevard Long Beach 90805"",,OVERPASS,,,""place_of_worship, restaurant"",food_and_drink","","","","",""
"177","42.0638129","-72.6734405","100","Agawam Junior High School","Springfield Street Feeding Hills MA 01030","","OVERPASS","","","school","education"
"3297","33.99903","-118.4615903","50","","","customers","OVERPASS","","","parking","parking"
"3334","40.8702974","-74.1842822","100","Boston Market","","","OVERPASS","","","fast_food","food_and_drink"
"179","30.6597408","-87.8532284","200","Mellow Mushroom","Frederick Blvd Daphne AL 36526","","OVERPASS","","","restaurant","food_and_drink"
"3426","33.0813434","-96.8436553","50","","","private","OVERPASS","","","parking","parking"
"3569","37.3958698","-121.943351","100","","","private","OVERPASS","","","parking_entrance","parking"
"186","34.42758","-119.8655928","50","","","","OVERPASS","","","parking","parking"
"187","34.564263","-79.9267725","100","","","","OVERPASS","","","toilets","other"
"188","39.9656665","-76.7679844","50","","","customers","OVERPASS","","","parking","parking"
"190","35.6737679","-105.9586299","50","","","","OVERPASS","","","parking","parking"
"191","41.830478","-86.2591892","50","","","","OVERPASS","","","parking","parking"
"192","33.7638128","-84.3680821","200","Bite of Korea","","","OVERPASS","","","restaurant","food_and_drink"
"3794","40.0255748","-105.2351086","200","","","","OVERPASS","","","charging_station","transport"
"195","39.220208","-121.0622681","50","South Pine Cafe","North Auburn Street Grass Valley","","OVERPASS","","","cafe","food_and_drink"
"197","42.9868073","-78.6979724","50","","","","OVERPASS","","","parking","parking"
"198","26.0546553","-80.1585564","50","","","","OVERPASS","","","parking","parking"
"201","39.3949833","-107.2106071","100","Carbondale Third Street Center","","","OVERPASS","","","conference_centre","other"
"202","25.7986907","-80.1943258","200","Oasis Wynwood"," Perro Negro Miami""""","North Miami Avenue Miami FL 33127, North Miami Avenue 33127"",,OVERPASS,""['Mo-Fr 09:00-17:00, Su,Th-Sa 21:00-03:00']"",,""events_venue, nightclub, parking_entrance"",parking","","","","",""
"204","33.9344984","-84.3523154","50","","","","OVERPASS","","","parking","parking"
"205","38.3806973","-121.3709855","50","","","","OVERPASS","","","parking","parking"
"206","33.9298051","-118.386373","50","Raytheon","","private","OVERPASS","","","parking","parking"
"3981","34.1868697","-118.5518561","200","","","","OVERPASS","","","dentist","healthcare"
"4071","37.4895923","-122.2299039","50","","Redwood City","","OVERPASS","","","parking","parking"
"216","34.1604076","-118.3722162","200","Skinny's Lounge"," Hop Merchants Bottle Shop and Taproom"," Starbucks""""","Lankershim Boulevard Los Angeles CA 91601, Lankershim Boulevard North Hollywood CA 91601, Lankershim Boulevard North Hollywood CA 91601"",private,OVERPASS,""['Tu-Su 21:00-02:00, Mo-Th 14:00-23:00', 'Fr-Sa 14:00-00:00']"",,""bar, cafe, parking_entrance"",food_and_drink","","","",""
"217","34.4247636","-117.3857853","50","Tesla Supercharger","","","OVERPASS","","","charging_station","transport"
"218","40.5455814","-74.2934142","200","","","","OVERPASS","","","parking","parking"
"219","35.2740552","-81.529908","50","Ingles Gas Express","","","OVERPASS","","","fuel","transport"
"4258","39.1868444","-94.5782863","50","","","","OVERPASS","","","parking","parking"
"222","35.8993763","-85.0002864","50","","","","OVERPASS","","","parking","parking"
"224","41.273214","-72.874167","200","Grove J. Tuttle School","Prospect Road East Haven CT 06512","","OVERPASS","","","school","education"
"227","32.7351424","-97.4849694","200","","","","OVERPASS","","","parking","parking"
"228","33.6662912","-117.7555928","50","","","","OVERPASS","","","parking","parking"
"230","36.1348322","-80.2797382","50","Lot A","","","OVERPASS","","","parking","parking"
"4524","42.4820237","-83.2720439","50","","","","OVERPASS","","","parking","parking"
"4566","34.3772993","-118.5263981","50","","","","OVERPASS","","","parking","parking"
"4569","38.8033252","-120.9086649","100","","","","OVERPASS","","","toilets","other"
"4613","34.069832","-84.2735409","50","","","","OVERPASS","","","parking","parking"
"234","42.403733","-71.2511711","50","Douglas MacArthur Elementary School","","","OVERPASS","","","school","education"
"235","47.6727141","-122.10499","50","","","customers","OVERPASS","","","parking","parking"
"236","30.3247437","-81.5057283","50","","","","OVERPASS","","","parking","parking"
"238","37.6726715","-122.3827806","50","","","","OVERPASS","","","parking","parking"
"239","39.0366327","-94.6383207","50","Roeland Park Police Department"," Roeland Park City Hall"," Roeland Park Municipal Court""""","West 51st Street KS, West 51st Street KS, West 51st Street"",,OVERPASS,,,""courthouse, parking, police, townhall"",parking","","","",""
"4774","36.0007121","-78.904848","50","","","","OVERPASS","","","parking","parking"
"242","41.4569669","-74.394519","200","Neely Street General Denistry","Neeley Street Middletown NY 10940","","OVERPASS","","","dentist","healthcare"
"243","32.7937511","-116.976084","200","El Cajon Transit Center Parking","","","OVERPASS","","","parking","parking"
"245","35.3491425","-97.4796215","200","IBC Bank","","","OVERPASS","","","bank","financial"
"246","35.9997371","-83.9698287","100","","","","OVERPASS","","","parking","parking"
"4861","33.6405745","-117.856093","50","","","","OVERPASS","","","parking","parking"
"260","42.479763","-82.9917251","200","","","","OVERPASS","","","parking","parking"
"261","44.8166306","-68.8160817","50","","","","OVERPASS","","","parking","parking"
"263","35.086993","-106.5535738","100","","","","OVERPASS","","","parking","parking"
"4911","38.9613771","-77.1479334","50","","","","OVERPASS","","","parking","parking"
"4994","42.3387359","-72.6064264","50","","","","OVERPASS","","","parking","parking"
"266","38.5509855","-121.3346891","100","","","","OVERPASS","","","parking","parking"
"267","41.2073012","-73.4366706","100","Wilton Public Schools","","","OVERPASS","","","school","education"
"268","41.3849915","-82.1165371","50","Shell","Lorain Boulevard Elyria OH 44035","","OVERPASS","","","fuel","transport"
"269","27.5097651","-82.7140616","50","Holmes Beach Police Department"," Anna Maria Island Branch Library​​​​​​​""""","FL, Marina Drive Holmes Beach FL 34217;34217-1516"",,OVERPASS,,,""library, police, townhall"",government_civic","","","","",""
"271","41.8759856","-87.6387645","50","Walgreens","West Van Buren Street Chicago IL 60607","","OVERPASS","","","pharmacy","healthcare"
"272","33.7891193","-117.8556118","50","Metrolink Parking Structure","","yes","OVERPASS","","","parking","parking"
"273","37.3403336","-121.978864","50","","","private","OVERPASS","","","parking","parking"
"278","26.7819609","-80.0927184","50","Tesla Supercharger","","","OVERPASS","","","charging_station","transport"
"279","33.5612164","-117.6751745","50","","Getty Drive Laguna Niguel CA 92677","","OVERPASS","","","parking","parking"
"280","33.6522142","-117.7474482","50","Dr. Bradley Noon"," 200 Parking""""","Spectrum Center Drive Irvine CA 92618, Spectrum Center Drive Irvine CA"",,OVERPASS,""['Mo-Fr 08:00-17:00', 'Sa-Su off']"",,""clinic, parking, parking_entrance"",healthcare","","","","",""
"281","41.9154084","-91.4292181","50","","","","OVERPASS","","","parking","parking"
"283","44.4527454","-87.9947278","50","","","","OVERPASS","","","parking","parking"
"287","40.5882262","-105.0786832","50","Fort Collins Police - Downtown"," Tom Kha Thai"," Civic Center Parking Garage""""","North Mason Street Fort Collins CO 80524, North Mason Street Fort Collins CO 80524, North Mason Street Fort Collins CO 80524"",permissive,OVERPASS,""['Tu-Th 11:00-14:30, 15:30-21:00', 'Fr 11:00-14:30, 15:30-21:30', 'Sa 11:00-21:30', 'Su 12:00-21:00']"",,""parking, parking_entrance, police, restaurant"",food_and_drink","","","",""
"291","33.450007","-84.5070987","50","","","","OVERPASS","","","pharmacy","healthcare"
"292","33.7972603","-118.291492","100","","","","OVERPASS","","","parking","parking"
"5234","37.4081233","-122.0362115","50","","","","OVERPASS","","","parking","parking"
"293","34.2490306","-118.580201","100","Jack in the Box","Mason Avenue Chatsworth CA 91311","","OVERPASS","","","fast_food","food_and_drink"
"294","38.728514","-120.8291027","200","El Dorado County Library","CA","","OVERPASS","","","library","other"
"295","44.5138867","-85.978864","50","A. Papano's Pizza"," Mobil""""","Cadillac Highway Thompsonville MI 49683, Cadillac Highway Thompsonville MI 49683"",,OVERPASS,,,""fuel, restaurant"",food_and_drink","","","","",""
"5328","40.4578879","-79.9144916","50","","","","OVERPASS","","","parking","parking"
"5361","33.757698","-117.8907461","50","11","","","OVERPASS","","","parking","parking"
"5409","37.6995268","-121.8856452","100","","","","OVERPASS","","","parking","parking"
"5456","45.1354882","-93.475489","50","","","","OVERPASS","","","parking","parking"
"5496","44.943703","-93.1881796","50","Lot G","","","OVERPASS","","","parking","parking"
"5497","47.6292088","-122.3743882","50","Diamond Parking","Expedia Group Way West Seattle WA 98119","private","OVERPASS","","","parking","parking"
"5498","45.6150965","-121.1984937","100","","","","OVERPASS","","","parking","parking"
"5544","41.5812375","-73.4109586","50","","","","OVERPASS","","","parking","parking"
"320","33.7378538","-84.5641378","100","City of South Fulton City Hall","Fulton Industrial Boulevard Southwest Atlanta 30336","","OVERPASS","","","townhall","government_civic"
"321","37.3820901","-121.9585441","200","SVACA","","","OVERPASS","","","veterinary","healthcare"
"324","26.1367535","-97.171183","50","","","","OVERPASS","","","parking","parking"
"327","30.4294892","-81.6660734","50","Marathon","","","OVERPASS","","","fuel","transport"
"328","33.6872788","-117.8262582","50","","","yes","OVERPASS","","","parking","parking"
"5874","41.9259401","-71.4267815","200","","","","OVERPASS","","","parking","parking"
"1073","37.603699","-99.2951389","50","","","","OVERPASS","","","shelter","other"
"335","35.8296128","-83.9751539","200","","","","OVERPASS","","","car_wash","transport"
"6045","37.9437908","-121.9780583","50","","","","OVERPASS","","","parking","parking"
"336","42.974801","-73.791465","100","Malta Town Hall","Route 9 Ballston Spa 12020","","OVERPASS","","","townhall","government_civic"
"338","43.2585952","-77.6991553","50","","Vince Tofany Boulevard Rochester NY 14612"," Vince Tofany Boulevard Rochester NY 14612""""","yes, yes"",OVERPASS,,,parking,parking","","","",""
"346","33.4591987","-112.276184","50","","","","OVERPASS","","","parking","parking"
"347","34.062696","-118.3489121","50","El Rey Theatre","Wilshire Boulevard Los Angeles CA 90036","","OVERPASS","","","theatre","other"
"348","40.0799825","-82.8529358","50","OhioHealth Urgent Care New Albany","East Dublin Granville Road Columbus OH 43081","","OVERPASS","","","hospital","healthcare"
"351","28.0245426","-81.7314667","50","","","","OVERPASS","","","parking","parking"
"353","35.2666288","-97.4874142","200","","","","OVERPASS","","","charging_station","transport"
"355","41.0445247","-73.5316183","50","","","","OVERPASS","","","parking","parking"
"356","47.7546511","-122.1555658","50","Mongolian Grill"," Starbucks"," Panera Bread"," Gyro Express"," Chipotle"," Jimmy John's"," Jamba""""","Northeast 175th Street Woodinville WA 98072, Northeast 175th Street Woodinville WA 98072, Northeast 175th Street Woodinville WA 98072, Northeast 175th Street Woodinville WA 98072, Northeast 175th Street Woodinville WA 98072"",,OVERPASS,""['Mo-Th 05:00-20:00', 'Fr 05:00-21:00', 'Sa 06:00-21:00', 'Su 06:00-20:00, Mo-Sa 06:00-21:00', 'Su 07:00-21:00, Mo-Su 10:45-22:00, 10:00-18:00']"",,""cafe, charging_station, fast_food, parking, restaurant"",food_and_drink"
"357","33.0201165","-117.0929338","100","","Via del Campo San Diego 92127","","OVERPASS","","","school","education"
"358","33.9086552","-84.3227659","50","","","","OVERPASS","","","parking","parking"
"359","38.5795123","-121.4552742","200","","","","OVERPASS","","","parking_entrance","parking"
"360","41.5885818","-88.0567148","50","","","","OVERPASS","","","parking","parking"
"6356","32.7757334","-117.2060999","50","","","","OVERPASS","","","parking","parking"
"6358","33.9168941","-116.7843004","50","Cabazon Station and Police Department","Main Street Cabazon CA 92230","","OVERPASS","","","police","government_civic"
"6440","41.2643277","-95.9338106","50","","","","OVERPASS","","","parking","parking"
"6489","43.554575","-92.010887","50","","","yes","OVERPASS","","","parking","parking"
"6537","33.8759969","-117.3032553","50","","","","OVERPASS","","","parking","parking"
"6580","30.2575719","-97.7348602","50","Sánchez Elementary School","San Marcos Street Austin TX 78702","","OVERPASS","","","school","education"
"362","39.1627025","-122.9194659","50","Baskin-Robbins"," Dunkin'"," Tesla Supercharger""""","West State Highway 20 Upper Lake CA 95485, West State Highway 20 Upper Lake CA 95485, CA-20 Upper Lake CA 95485"",yes,OVERPASS,""['Mo-Th 05:30-20:00', 'Fr 05:30-21:00', 'Sa 06:00-21:00', 'Su 06:00-20:00, Mo-Fr 05:30-20:00', 'Sa-Su 06:00-20:00, 24/7']"",,""charging_station, fast_food, fuel, ice_cream, parking"",food_and_drink","","","",""
"363","27.3362606","-82.5440762","50","Palm Avenue Parking Garage","","","OVERPASS","","","parking","parking"
"364","35.6231538","-79.0876589","100","Exxon","","","OVERPASS","","","fuel","transport"
"365","40.4284406","-111.8969918","50","","","","OVERPASS","","","parking","parking"
"366","33.6561442","-117.7478877","50","","","","OVERPASS","","","parking","parking"
"367","38.6080817","-121.5115776","100","","","","OVERPASS","","","parking","parking"
"370","33.1079302","-96.833276","50","Offices at Frisco Station","","private","OVERPASS","","","parking","parking"
"6812","35.5417301","-80.8566552","50","","","","OVERPASS","","","parking","parking"
"6817","36.159196","-86.7844993","100","","","","OVERPASS","","","parking","parking"
"377","43.4111403","-71.9766229","50","Colby Sawyer Visitor Parking","","","OVERPASS","","","parking","parking"
"380","33.7983265","-84.3881396","50","","","","OVERPASS","","","parking","parking"
"381","34.1686012","-118.3272043","50","John Burroughs Senior High School","","","OVERPASS","","","school","education"
"6902","33.1453781","-96.8233037","100","Z T Acker Elementary School","","","OVERPASS","","","school","education"
"6943","42.3883575","-71.2613324","50","","","unknown","OVERPASS","","","parking","parking"
"384","37.4754556","-121.1640293","200","","","","OVERPASS","","","fire_station","government_civic"
"6991","41.5698469","-70.5934636","50","","","","OVERPASS","","","parking","parking"
"386","40.6078957","-74.0241204","50","VA New York Harbor Healthcare System Brooklyn Campus","Poly Place Brooklyn NY 11209","private","OVERPASS","['24/7']","","hospital","healthcare"
"7089","39.4006983","-76.5895102","50","","","","OVERPASS","","","parking","parking"
"389","32.2343852","-110.9581843","50","Tyndall Ave & 1st St SMART"," Islamic Center of Tucson"," University of Arizona""""","East 1st Street Tucson AZ 85719, Tucson AZ 85721"",,OVERPASS,,,""bench, bicycle_rental, place_of_worship, university"",education","","","",""
"396","42.3619324","-71.0589238","50","Government Center Garage","","private","OVERPASS","","","parking","parking"
"398","33.6495234","-117.7464462","50","100 Parking","Spectrum Center Drive Irvine CA","yes","OVERPASS","","","parking","parking"
"401","42.2979051","-83.2766175","50","","","","OVERPASS","","","parking","parking"
"405","25.6856024","-80.398302","50","Anthonies Coal Fired Pizza","","","OVERPASS","","","restaurant","food_and_drink"
"406","33.9824482","-118.4266324","50","","","","OVERPASS","","","parking","parking"
"407","34.2553849","-119.1585739","100","Ventura County Juvinile Justice Complex","","","OVERPASS","","","prison","other"
"410","41.9674507","-74.0025763","50","","","","OVERPASS","","","parking","parking"
"411","41.1199972","-73.9950243","100","","","","OVERPASS","","","parking","parking"
"412","33.6489739","-117.7647113","100","","","","OVERPASS","","","parking","parking"
"415","37.4812014","-122.1714393","50","","","","OVERPASS","","","parking","parking"
"416","40.7318316","-74.2773257","50","","","customers","OVERPASS","","","parking","parking"
"417","40.759283","-74.0275321","100","","","","OVERPASS","","","parking","parking"
"419","42.383737","-76.8734039","50","","","","OVERPASS","","","parking","parking"
"421","32.7856276","-79.9263346","50","","","private","OVERPASS","","","parking","parking"
"423","42.9331952","-72.2934399","100","Irving"," Dunkin'""""","West Street 03431, West Street Keene NH 03431"",,OVERPASS,['05:00-20:00'],,""fast_food, fuel, parking"",food_and_drink","","","","",""
"424","33.7953667","-116.3858121","50","","","destination","OVERPASS","","","parking","parking"
"428","38.6602804","-90.2854757","50","Martin's Temple Church of God in Christ","","","OVERPASS","","","place_of_worship","other"
"429","42.4578998","-71.1602063","50","","","","OVERPASS","","","parking","parking"
"430","42.9253039","-78.3857818","50","","","","OVERPASS","","","parking","parking"
"431","33.7571393","-118.1118889","50","","","customers","OVERPASS","","","parking","parking"
"433","45.0406644","-87.2980235","50","","","","OVERPASS","","","parking","parking"
"437","34.2777426","-119.3067889","100","","","","OVERPASS","","","waste_basket","other"
"7473","32.7863792","-96.7962421","50","","","yes","OVERPASS","","","parking","parking"
"440","39.7099656","-104.9434277","200","","","","OVERPASS","","","parking","parking"
"441","41.2750804","-85.8539151","50","","","","OVERPASS","","","parking","parking"
"442","41.3175917","-72.0639628","200","University of Connecticut Avery Point","Shennecossett Road Groton CT 06340","","OVERPASS","","","university","education"
"450","29.7831721","-95.5772182","50","","","","OVERPASS","","","parking","parking"
"453","33.4258814","-84.1875343","50","Tesla Supercharger","","","OVERPASS","","","charging_station","transport"
"454","33.6182123","-117.8716686","50","","Newport Center Drive Newport Beach CA 92660","","OVERPASS","","","parking","parking"
