time,Sum of Sessions - ChargerId → Energy,energy
2019-03-06T18:30:00Z,257.04200000000003,257.04200000000003
2019-03-07T18:30:00Z,244.377,244.377
2019-03-08T18:30:00Z,102.454,102.454
2019-03-09T18:30:00Z,89.901,89.901
2019-03-10T18:30:00Z,206.375,206.375
2019-03-11T18:30:00Z,196.772,196.772
2019-03-12T18:30:00Z,278.77,278.77
2019-03-13T18:30:00Z,199.624,199.624
2019-03-14T18:30:00Z,265.052,265.052
2019-03-15T18:30:00Z,50.665,50.665
2019-03-16T18:30:00Z,16.027,16.027
2019-03-17T18:30:00Z,260.214,260.214
2019-03-18T18:30:00Z,211.859,211.859
2019-03-19T18:30:00Z,141.977,141.977
2019-03-20T18:30:00Z,202.632,202.632
2019-03-21T18:30:00Z,345.742,345.742
2019-03-22T18:30:00Z,39.666,39.666
2019-03-23T18:30:00Z,62.842,62.842
2019-03-24T18:30:00Z,148.40300000000002,148.40300000000002
2019-03-25T18:30:00Z,203.981,203.981
2019-03-26T18:30:00Z,221.978,221.978
2019-03-27T18:30:00Z,227.132,227.132
2019-03-28T18:30:00Z,115.208,115.208
2019-03-29T18:30:00Z,215.01,215.01
2019-03-30T18:30:00Z,25.214,25.214
2019-03-31T18:30:00Z,208.08100000000002,208.08100000000002
2019-04-01T18:30:00Z,181.242,181.242
2019-04-02T18:30:00Z,266.129,266.129
2019-04-03T18:30:00Z,229.268,229.268
2019-04-04T18:30:00Z,300.302,300.302
2019-04-05T18:30:00Z,146.563,146.563
2019-04-06T18:30:00Z,30.252,30.252
2019-04-07T18:30:00Z,152.00900000000001,152.00900000000001
2019-04-08T18:30:00Z,167.436,167.436
2019-04-09T18:30:00Z,243.513,243.513
2019-04-10T18:30:00Z,245.806,245.806
2019-04-11T18:30:00Z,153.74699999999999,153.74699999999999
2019-04-12T18:30:00Z,125.49,125.49
2019-04-13T18:30:00Z,120.807,120.807
2019-04-14T18:30:00Z,190.608,190.608
2019-04-15T18:30:00Z,120.255,120.255
2019-04-16T18:30:00Z,243.051,243.051
2019-04-17T18:30:00Z,253.11,253.11
2019-04-18T18:30:00Z,187.134,187.134
2019-04-19T18:30:00Z,90.649,90.649
2019-04-20T18:30:00Z,100.059,100.059
2019-04-21T18:30:00Z,247.867,247.867
2019-04-22T18:30:00Z,314.973,314.973
2019-04-23T18:30:00Z,279.12,279.12
2019-04-24T18:30:00Z,294.5,294.5
2019-04-25T18:30:00Z,196.364,196.364
2019-04-26T18:30:00Z,94.289,94.289
2019-04-27T18:30:00Z,67.46000000000001,67.46000000000001
2019-04-28T18:30:00Z,288.474,288.474
2019-04-29T18:30:00Z,347.382,347.382
2019-04-30T18:30:00Z,332.618,332.618
2019-05-01T18:30:00Z,349.806,349.806
2019-05-02T18:30:00Z,405.745,405.745
2019-05-03T18:30:00Z,66.16,66.16
2019-05-04T18:30:00Z,65.191,65.191
2019-05-05T18:30:00Z,347.938,347.938
2019-05-06T18:30:00Z,292.51099999999997,292.51099999999997
2019-05-07T18:30:00Z,233.525,233.525
2019-05-08T18:30:00Z,193.841,193.841
2019-05-09T18:30:00Z,298.747,298.747
2019-05-10T18:30:00Z,118.515,118.515
2019-05-11T18:30:00Z,166.487,166.487
2019-05-12T18:30:00Z,383.65,383.65
2019-05-13T18:30:00Z,317.302,317.302
2019-05-14T18:30:00Z,285.84,285.84
2019-05-15T18:30:00Z,248.749,248.749
2019-05-16T18:30:00Z,308.205,308.205
2019-05-17T18:30:00Z,229.957,229.957
2019-05-18T18:30:00Z,124.892,124.892
2019-05-19T18:30:00Z,332.742,332.742
2019-05-20T18:30:00Z,299.254,299.254
2019-05-21T18:30:00Z,256.867,256.867
2019-05-22T18:30:00Z,192.052,192.052
2019-05-23T18:30:00Z,385.242,385.242
2019-05-24T18:30:00Z,113.318,113.318
2019-05-25T18:30:00Z,110.92,110.92
2019-05-26T18:30:00Z,39.266,39.266
2019-05-27T18:30:00Z,170.13400000000001,170.13400000000001
2019-05-28T18:30:00Z,219.579,219.579
2019-05-29T18:30:00Z,166.111,166.111
2019-05-30T18:30:00Z,532.336,532.336
2019-05-31T18:30:00Z,75.089,75.089
2019-06-01T18:30:00Z,97.393,97.393
2019-06-02T18:30:00Z,291.212,291.212
2019-06-03T18:30:00Z,333.762,333.762
2019-06-04T18:30:00Z,255.52599999999998,255.52599999999998
2019-06-05T18:30:00Z,380.577,380.577
2019-06-06T18:30:00Z,325.118,325.118
2019-06-07T18:30:00Z,29.976,29.976
2019-06-08T18:30:00Z,60.271,60.271
2019-06-09T18:30:00Z,351.183,351.183
2019-06-10T18:30:00Z,305.361,305.361
2019-06-11T18:30:00Z,153.415,153.415
2019-06-12T18:30:00Z,271.887,271.887
2019-06-13T18:30:00Z,162.969,162.969
2019-06-14T18:30:00Z,93.224,93.224
2019-06-15T18:30:00Z,78.799,78.799
2019-06-16T18:30:00Z,294.051,294.051
2019-06-17T18:30:00Z,269.493,269.493
2019-06-18T18:30:00Z,149.13400000000001,149.13400000000001
2019-06-19T18:30:00Z,221.951,221.951
2019-06-20T18:30:00Z,186.95000000000002,186.95000000000002
2019-06-21T18:30:00Z,216.427,216.427
2019-06-22T18:30:00Z,28.228,28.228
2019-06-23T18:30:00Z,139.719,139.719
2019-06-24T18:30:00Z,176.752,176.752
2019-06-25T18:30:00Z,228.753,228.753
2019-06-26T18:30:00Z,107.512,107.512
2019-06-27T18:30:00Z,217.92399999999998,217.92399999999998
2019-06-28T18:30:00Z,74.275,74.275
2019-06-29T18:30:00Z,71.047,71.047
2019-06-30T18:30:00Z,390.996,390.996
2019-07-01T18:30:00Z,166.139,166.139
2019-07-02T18:30:00Z,201.881,201.881
2019-07-03T18:30:00Z,71.196,71.196
2019-07-04T18:30:00Z,180.499,180.499
2019-07-05T18:30:00Z,174.364,174.364
2019-07-06T18:30:00Z,31.286,31.286
2019-07-07T18:30:00Z,214.66500000000002,214.66500000000002
2019-07-08T18:30:00Z,95.72,95.72
2019-07-09T18:30:00Z,172.963,172.963
2019-07-10T18:30:00Z,242.089,242.089
2019-07-11T18:30:00Z,190.328,190.328
2019-07-12T18:30:00Z,64.467,64.467
2019-07-13T18:30:00Z,98.819,98.819
2019-07-14T18:30:00Z,171.576,171.576
2019-07-15T18:30:00Z,280.697,280.697
2019-07-16T18:30:00Z,150.554,150.554
2019-07-17T18:30:00Z,420.556,420.556
2019-07-18T18:30:00Z,158.122,158.122
2019-07-19T18:30:00Z,37.734,37.734
2019-07-20T18:30:00Z,116.16000000000001,116.16000000000001
2019-07-21T18:30:00Z,159.519,159.519
2019-07-22T18:30:00Z,170.41,170.41
2019-07-23T18:30:00Z,260.52,260.52
2019-07-24T18:30:00Z,291.05400000000003,291.05400000000003
2019-07-25T18:30:00Z,147.511,147.511
2019-07-26T18:30:00Z,73.955,73.955
2019-07-27T18:30:00Z,79.04599999999999,79.04599999999999
2019-07-28T18:30:00Z,109.772,109.772
2019-07-29T18:30:00Z,303.604,303.604
2019-07-30T18:30:00Z,162.068,162.068
2019-07-31T18:30:00Z,199.428,199.428
2019-08-01T18:30:00Z,412.501,412.501
2019-08-02T18:30:00Z,53.413,53.413
2019-08-03T18:30:00Z,63.123000000000005,63.123000000000005
2019-08-04T18:30:00Z,345.137,345.137
2019-08-05T18:30:00Z,137.319,137.319
2019-08-06T18:30:00Z,83.163,83.163
2019-08-07T18:30:00Z,268.503,268.503
2019-08-08T18:30:00Z,163.029,163.029
2019-08-09T18:30:00Z,194.379,194.379
2019-08-10T18:30:00Z,187.532,187.532
2019-08-11T18:30:00Z,223.65,223.65
2019-08-12T18:30:00Z,332.651,332.651
2019-08-13T18:30:00Z,132.5,132.5
2019-08-14T18:30:00Z,292.928,292.928
2019-08-15T18:30:00Z,320.408,320.408
2019-08-16T18:30:00Z,137.074,137.074
2019-08-17T18:30:00Z,156.50300000000001,156.50300000000001
2019-08-18T18:30:00Z,336.664,336.664
2019-08-19T18:30:00Z,201.357,201.357
2019-08-20T18:30:00Z,404.916,404.916
2019-08-21T18:30:00Z,325.533,325.533
2019-08-22T18:30:00Z,263.462,263.462
2019-08-23T18:30:00Z,180.608,180.608
2019-08-24T18:30:00Z,122.793,122.793
2019-08-25T18:30:00Z,191.69299999999998,191.69299999999998
2019-08-26T18:30:00Z,330.613,330.613
2019-08-27T18:30:00Z,369.992,369.992
2019-08-28T18:30:00Z,344.811,344.811
2019-08-29T18:30:00Z,221.683,221.683
2019-08-30T18:30:00Z,239.381,239.381
2019-08-31T18:30:00Z,80.27,80.27
2019-09-01T18:30:00Z,34.534,34.534
2019-09-02T18:30:00Z,208.684,208.684
2019-09-03T18:30:00Z,369.128,369.128
2019-09-04T18:30:00Z,296.661,296.661
2019-09-05T18:30:00Z,412.831,412.831
2019-09-06T18:30:00Z,129.977,129.977
2019-09-07T18:30:00Z,108.24,108.24
2019-09-08T18:30:00Z,601.127,601.127
2019-09-09T18:30:00Z,447.537,447.537
2019-09-10T18:30:00Z,403.374,403.374
2019-09-11T18:30:00Z,381.815,381.815
2019-09-12T18:30:00Z,420.65,420.65
2019-09-13T18:30:00Z,66.888,66.888
2019-09-14T18:30:00Z,44.918,44.918
2019-09-15T18:30:00Z,578.184,578.184
2019-09-16T18:30:00Z,289.755,289.755
2019-09-17T18:30:00Z,515.362,515.362
2019-09-18T18:30:00Z,334.459,334.459
2019-09-19T18:30:00Z,597.9780000000001,597.9780000000001
2019-09-20T18:30:00Z,208.067,208.067
2019-09-21T18:30:00Z,130.001,130.001
2019-09-22T18:30:00Z,513.867,513.867
2019-09-23T18:30:00Z,385.736,385.736
2019-09-24T18:30:00Z,441.959,441.959
2019-09-25T18:30:00Z,366.836,366.836
2019-09-26T18:30:00Z,472.086,472.086
2019-09-27T18:30:00Z,175.34199999999998,175.34199999999998
2019-09-28T18:30:00Z,86.259,86.259
2019-09-29T18:30:00Z,443.113,443.113
2019-09-30T18:30:00Z,508.589,508.589
2019-10-01T18:30:00Z,611.241,611.241
2019-10-02T18:30:00Z,455.027,455.027
2019-10-03T18:30:00Z,456.644,456.644
2019-10-04T18:30:00Z,320.102,320.102
2019-10-05T18:30:00Z,276.61199999999997,276.61199999999997
2019-10-06T18:30:00Z,520.071,520.071
2019-10-07T18:30:00Z,350.13,350.13
2019-10-08T18:30:00Z,312.688,312.688
2019-10-09T18:30:00Z,459.376,459.376
2019-10-10T18:30:00Z,457.656,457.656
2019-10-11T18:30:00Z,196.828,196.828
2019-10-12T18:30:00Z,417.797,417.797
2019-10-13T18:30:00Z,455.781,455.781
2019-10-14T18:30:00Z,463.233,463.233
2019-10-15T18:30:00Z,491.026,491.026
2019-10-16T18:30:00Z,587.357,587.357
2019-10-17T18:30:00Z,589.296,589.296
2019-10-18T18:30:00Z,398.096,398.096
2019-10-19T18:30:00Z,305.217,305.217
2019-10-20T18:30:00Z,560.953,560.953
2019-10-21T18:30:00Z,602.334,602.334
2019-10-22T18:30:00Z,577.767,577.767
2019-10-23T18:30:00Z,616.691,616.691
2019-10-24T18:30:00Z,517.6129999999999,517.6129999999999
2019-10-25T18:30:00Z,236.593,236.593
2019-10-26T18:30:00Z,303.574,303.574
2019-10-27T18:30:00Z,670.594,670.594
2019-10-28T18:30:00Z,560.9830000000001,560.9830000000001
2019-10-29T18:30:00Z,566.95,566.95
2019-10-30T18:30:00Z,702.925,702.925
2019-10-31T18:30:00Z,529.23,529.23
2019-11-01T18:30:00Z,326.366,326.366
2019-11-02T18:30:00Z,78.157,78.157
2019-11-03T18:30:00Z,698.927,698.927
2019-11-04T18:30:00Z,558.807,558.807
2019-11-05T18:30:00Z,648.92,648.92
2019-11-06T18:30:00Z,604.629,604.629
2019-11-07T18:30:00Z,524.582,524.582
2019-11-08T18:30:00Z,361.44,361.44
2019-11-09T18:30:00Z,333.628,333.628
2019-11-10T18:30:00Z,637.225,637.225
2019-11-11T18:30:00Z,429.457,429.457
2019-11-12T18:30:00Z,641.374,641.374
2019-11-13T18:30:00Z,658.9159999999999,658.9159999999999
2019-11-14T18:30:00Z,733.717,733.717
2019-11-15T18:30:00Z,159.393,159.393
2019-11-16T18:30:00Z,190.37,190.37
2019-11-17T18:30:00Z,674.056,674.056
2019-11-18T18:30:00Z,420.886,420.886
2019-11-19T18:30:00Z,664.335,664.335
2019-11-20T18:30:00Z,652.573,652.573
2019-11-21T18:30:00Z,608.053,608.053
2019-11-22T18:30:00Z,330.401,330.401
2019-11-23T18:30:00Z,551.52,551.52
2019-11-24T18:30:00Z,478.594,478.594
2019-11-25T18:30:00Z,582.177,582.177
2019-11-26T18:30:00Z,374.649,374.649
2019-11-27T18:30:00Z,350.663,350.663
2019-11-28T18:30:00Z,127.251,127.251
2019-11-29T18:30:00Z,229.756,229.756
2019-11-30T18:30:00Z,400.553,400.553
2019-12-01T18:30:00Z,564.169,564.169
2019-12-02T18:30:00Z,575.997,575.997
2019-12-03T18:30:00Z,583.508,583.508
2019-12-04T18:30:00Z,786.46,786.46
2019-12-05T18:30:00Z,841.432,841.432
2019-12-06T18:30:00Z,347.491,347.491
2019-12-07T18:30:00Z,331.663,331.663
2019-12-08T18:30:00Z,585.937,585.937
2019-12-09T18:30:00Z,526.071,526.071
2019-12-10T18:30:00Z,607.89,607.89
2019-12-11T18:30:00Z,515.331,515.331
2019-12-12T18:30:00Z,944.325,944.325
2019-12-13T18:30:00Z,357.246,357.246
2019-12-14T18:30:00Z,209.532,209.532
2019-12-15T18:30:00Z,630.506,630.506
2019-12-16T18:30:00Z,588.644,588.644
2019-12-17T18:30:00Z,425.128,425.128
2019-12-18T18:30:00Z,567.243,567.243
2019-12-19T18:30:00Z,565.456,565.456
2019-12-20T18:30:00Z,519.823,519.823
2019-12-21T18:30:00Z,249.177,249.177
2019-12-22T18:30:00Z,486.29699999999997,486.29699999999997
2019-12-23T18:30:00Z,412.508,412.508
2019-12-24T18:30:00Z,344.583,344.583
2019-12-25T18:30:00Z,385.093,385.093
2019-12-26T18:30:00Z,557.262,557.262
2019-12-27T18:30:00Z,239.273,239.273
2019-12-28T18:30:00Z,178.805,178.805
2019-12-29T18:30:00Z,697.854,697.854
2019-12-30T18:30:00Z,352.29200000000003,352.29200000000003
2019-12-31T18:30:00Z,273.456,273.456
2020-01-01T18:30:00Z,637.712,637.712
2020-01-02T18:30:00Z,336.604,336.604
2020-01-03T18:30:00Z,275.211,275.211
2020-01-04T18:30:00Z,365.01800000000003,365.01800000000003
2020-01-05T18:30:00Z,641.999,641.999
2020-01-06T18:30:00Z,685.329,685.329
2020-01-07T18:30:00Z,729.981,729.981
2020-01-08T18:30:00Z,594.567,594.567
2020-01-09T18:30:00Z,692.895,692.895
2020-01-10T18:30:00Z,441.974,441.974
2020-01-11T18:30:00Z,397.525,397.525
2020-01-12T18:30:00Z,621.969,621.969
2020-01-13T18:30:00Z,547.46,547.46
2020-01-14T18:30:00Z,551.294,551.294
2020-01-15T18:30:00Z,698.812,698.812
2020-01-16T18:30:00Z,626.938,626.938
2020-01-17T18:30:00Z,525.977,525.977
2020-01-18T18:30:00Z,260.58,260.58
2020-01-19T18:30:00Z,454.919,454.919
2020-01-20T18:30:00Z,751.0889999999999,751.0889999999999
2020-01-21T18:30:00Z,903.689,903.689
2020-01-22T18:30:00Z,756.128,756.128
2020-01-23T18:30:00Z,674.399,674.399
2020-01-24T18:30:00Z,170.567,170.567
2020-01-25T18:30:00Z,309.376,309.376
2020-01-26T18:30:00Z,679.541,679.541
2020-01-27T18:30:00Z,758.765,758.765
2020-01-28T18:30:00Z,627.015,627.015
2020-01-29T18:30:00Z,762.068,762.068
2020-01-30T18:30:00Z,606.146,606.146
2020-01-31T18:30:00Z,270.088,270.088
2020-02-01T18:30:00Z,266.253,266.253
2020-02-02T18:30:00Z,488.502,488.502
2020-02-03T18:30:00Z,755.906,755.906
2020-02-04T18:30:00Z,740.467,740.467
2020-02-05T18:30:00Z,713.698,713.698
2020-02-06T18:30:00Z,843.708,843.708
2020-02-07T18:30:00Z,359.907,359.907
2020-02-08T18:30:00Z,345.743,345.743
2020-02-09T18:30:00Z,573.971,573.971
2020-02-10T18:30:00Z,716.16,716.16
2020-02-11T18:30:00Z,435.727,435.727
2020-02-12T18:30:00Z,804.815,804.815
2020-02-13T18:30:00Z,707.074,707.074
2020-02-14T18:30:00Z,444.565,444.565
2020-02-15T18:30:00Z,187.711,187.711
2020-02-16T18:30:00Z,385.329,385.329
2020-02-17T18:30:00Z,657.675,657.675
2020-02-18T18:30:00Z,497.938,497.938
2020-02-19T18:30:00Z,824.159,824.159
2020-02-20T18:30:00Z,866.426,866.426
2020-02-21T18:30:00Z,237.319,237.319
2020-02-22T18:30:00Z,593.612,593.612
2020-02-23T18:30:00Z,710.744,710.744
2020-02-24T18:30:00Z,665.899,665.899
2020-02-25T18:30:00Z,920.598,920.598
2020-02-26T18:30:00Z,641.777,641.777
2020-02-27T18:30:00Z,601.914,601.914
2020-02-28T18:30:00Z,332.825,332.825
2020-02-29T18:30:00Z,313.183,313.183
2020-03-01T18:30:00Z,710.178,710.178
2020-03-02T18:30:00Z,625.65,625.65
2020-03-03T18:30:00Z,672.832,672.832
2020-03-04T18:30:00Z,601.023,601.023
2020-03-05T18:30:00Z,633.387,633.387
2020-03-06T18:30:00Z,579.41,579.41
2020-03-07T18:30:00Z,432.88,432.88
2020-03-08T18:30:00Z,988.567,988.567
2020-03-09T18:30:00Z,587.125,587.125
2020-03-10T18:30:00Z,559.587,559.587
2020-03-11T18:30:00Z,836.9,836.9
2020-03-12T18:30:00Z,762.2719999999999,762.2719999999999
2020-03-13T18:30:00Z,354.749,354.749
2020-03-14T18:30:00Z,243.612,243.612
2020-03-15T18:30:00Z,543.105,543.105
2020-03-16T18:30:00Z,279.947,279.947
2020-03-17T18:30:00Z,290.17699999999996,290.17699999999996
2020-03-18T18:30:00Z,98.64099999999999,98.64099999999999
2020-03-19T18:30:00Z,480.23,480.23
2020-03-20T18:30:00Z,104.06400000000001,104.06400000000001
2020-03-21T18:30:00Z,83.31,83.31
2020-03-22T18:30:00Z,274.923,274.923
2020-03-23T18:30:00Z,238.102,238.102
2020-03-24T18:30:00Z,155.885,155.885
2020-03-25T18:30:00Z,106.238,106.238
2020-03-26T18:30:00Z,48.677,48.677
2020-03-27T18:30:00Z,304.88,304.88
2020-03-28T18:30:00Z,86.988,86.988
2020-03-29T18:30:00Z,122.348,122.348
2020-03-30T18:30:00Z,185.85,185.85
2020-03-31T18:30:00Z,25.001,25.001
2020-04-01T18:30:00Z,288.04499999999996,288.04499999999996
2020-04-02T18:30:00Z,156.17,156.17
2020-04-03T18:30:00Z,70.239,70.239
2020-04-04T18:30:00Z,41.125,41.125
2020-04-05T18:30:00Z,186.747,186.747
2020-04-06T18:30:00Z,181.607,181.607
2020-04-07T18:30:00Z,148.614,148.614
2020-04-08T18:30:00Z,192.889,192.889
2020-04-09T18:30:00Z,91.435,91.435
2020-04-10T18:30:00Z,150.409,150.409
2020-04-11T18:30:00Z,97.283,97.283
2020-04-12T18:30:00Z,309.855,309.855
2020-04-13T18:30:00Z,160.048,160.048
2020-04-14T18:30:00Z,127.373,127.373
2020-04-15T18:30:00Z,89.758,89.758
2020-04-16T18:30:00Z,91.597,91.597
2020-04-17T18:30:00Z,218.581,218.581
2020-04-18T18:30:00Z,153.01,153.01
2020-04-19T18:30:00Z,203.076,203.076
2020-04-20T18:30:00Z,308.937,308.937
2020-04-21T18:30:00Z,313.529,313.529
2020-04-22T18:30:00Z,200.92,200.92
2020-04-23T18:30:00Z,277.339,277.339
2020-04-24T18:30:00Z,112.131,112.131
2020-04-25T18:30:00Z,79.45400000000001,79.45400000000001
2020-04-26T18:30:00Z,381.067,381.067
2020-04-27T18:30:00Z,114.961,114.961
2020-04-28T18:30:00Z,175.313,175.313
2020-04-29T18:30:00Z,308.745,308.745
2020-04-30T18:30:00Z,86.299,86.299
2020-05-01T18:30:00Z,148.147,148.147
2020-05-02T18:30:00Z,41.706,41.706
2020-05-03T18:30:00Z,387.211,387.211
2020-05-04T18:30:00Z,276.275,276.275
2020-05-05T18:30:00Z,122.13,122.13
2020-05-06T18:30:00Z,204.806,204.806
2020-05-07T18:30:00Z,197.287,197.287
2020-05-08T18:30:00Z,210.59,210.59
2020-05-09T18:30:00Z,255.392,255.392
2020-05-10T18:30:00Z,463.905,463.905
2020-05-11T18:30:00Z,225.833,225.833
2020-05-12T18:30:00Z,241.63400000000001,241.63400000000001
2020-05-13T18:30:00Z,286.557,286.557
2020-05-14T18:30:00Z,184.364,184.364
2020-05-15T18:30:00Z,247.821,247.821
2020-05-16T18:30:00Z,192.26600000000002,192.26600000000002
2020-05-17T18:30:00Z,237.305,237.305
2020-05-18T18:30:00Z,160.86,160.86
2020-05-19T18:30:00Z,195.292,195.292
2020-05-20T18:30:00Z,397.495,397.495
2020-05-21T18:30:00Z,385.879,385.879
2020-05-22T18:30:00Z,345.641,345.641
2020-05-23T18:30:00Z,225.192,225.192
2020-05-24T18:30:00Z,204.921,204.921
2020-05-25T18:30:00Z,204.564,204.564
2020-05-26T18:30:00Z,266.876,266.876
2020-05-27T18:30:00Z,356.259,356.259
2020-05-28T18:30:00Z,249.682,249.682
2020-05-29T18:30:00Z,424.09000000000003,424.09000000000003
2020-05-30T18:30:00Z,244.268,244.268
2020-05-31T18:30:00Z,335.12100000000004,335.12100000000004
2020-06-01T18:30:00Z,369.577,369.577
2020-06-02T18:30:00Z,178.823,178.823
2020-06-03T18:30:00Z,356.86,356.86
2020-06-04T18:30:00Z,242.334,242.334
2020-06-05T18:30:00Z,460.507,460.507
2020-06-06T18:30:00Z,321.895,321.895
2020-06-07T18:30:00Z,367.2,367.2
2020-06-08T18:30:00Z,271.253,271.253
2020-06-09T18:30:00Z,432.175,432.175
2020-06-10T18:30:00Z,369.719,369.719
2020-06-11T18:30:00Z,427.182,427.182
2020-06-12T18:30:00Z,336.46,336.46
2020-06-13T18:30:00Z,338.051,338.051
2020-06-14T18:30:00Z,588.341,588.341
2020-06-15T18:30:00Z,272.125,272.125
2020-06-16T18:30:00Z,434.26,434.26
2020-06-17T18:30:00Z,342.021,342.021
2020-06-18T18:30:00Z,325.647,325.647
2020-06-19T18:30:00Z,248.376,248.376
2020-06-20T18:30:00Z,544.324,544.324
2020-06-21T18:30:00Z,516.827,516.827
2020-06-22T18:30:00Z,404.79200000000003,404.79200000000003
2020-06-23T18:30:00Z,436.826,436.826
2020-06-24T18:30:00Z,476.339,476.339
2020-06-25T18:30:00Z,378.861,378.861
2020-06-26T18:30:00Z,264.78,264.78
2020-06-27T18:30:00Z,164.20499999999998,164.20499999999998
2020-06-28T18:30:00Z,427.142,427.142
2020-06-29T18:30:00Z,438.155,438.155
2020-06-30T18:30:00Z,285.67,285.67
2020-07-01T18:30:00Z,408.635,408.635
2020-07-02T18:30:00Z,326.662,326.662
2020-07-03T18:30:00Z,166.679,166.679
2020-07-04T18:30:00Z,323.38100000000003,323.38100000000003
2020-07-05T18:30:00Z,218.071,218.071
2020-07-06T18:30:00Z,194.317,194.317
2020-07-07T18:30:00Z,336.816,336.816
2020-07-08T18:30:00Z,245.825,245.825
2020-07-09T18:30:00Z,335.958,335.958
2020-07-10T18:30:00Z,391.924,391.924
2020-07-11T18:30:00Z,135.219,135.219
2020-07-12T18:30:00Z,274.042,274.042
2020-07-13T18:30:00Z,281.326,281.326
2020-07-14T18:30:00Z,277.665,277.665
2020-07-15T18:30:00Z,286.032,286.032
2020-07-16T18:30:00Z,294.659,294.659
2020-07-17T18:30:00Z,156.058,156.058
2020-07-18T18:30:00Z,395.788,395.788
2020-07-19T18:30:00Z,124.332,124.332
2020-07-20T18:30:00Z,212.56300000000002,212.56300000000002
2020-07-21T18:30:00Z,366.534,366.534
2020-07-22T18:30:00Z,296.062,296.062
2020-07-23T18:30:00Z,274.237,274.237
2020-07-24T18:30:00Z,380.006,380.006
2020-07-25T18:30:00Z,244.90800000000002,244.90800000000002
2020-07-26T18:30:00Z,431.774,431.774
2020-07-27T18:30:00Z,487.569,487.569
2020-07-28T18:30:00Z,353.742,353.742
2020-07-29T18:30:00Z,307.158,307.158
2020-07-30T18:30:00Z,615.551,615.551
2020-07-31T18:30:00Z,625.996,625.996
2020-08-01T18:30:00Z,149.148,149.148
2020-08-02T18:30:00Z,177.662,177.662
2020-08-03T18:30:00Z,412.369,412.369
2020-08-04T18:30:00Z,541.884,541.884
2020-08-05T18:30:00Z,374.06,374.06
2020-08-06T18:30:00Z,339.51,339.51
2020-08-07T18:30:00Z,291.531,291.531
2020-08-08T18:30:00Z,464.747,464.747
2020-08-09T18:30:00Z,281.442,281.442
2020-08-10T18:30:00Z,376.47499999999997,376.47499999999997
2020-08-11T18:30:00Z,318.055,318.055
2020-08-12T18:30:00Z,366.875,366.875
2020-08-13T18:30:00Z,342.798,342.798
2020-08-14T18:30:00Z,303.587,303.587
2020-08-15T18:30:00Z,504.679,504.679
2020-08-16T18:30:00Z,231.54,231.54
2020-08-17T18:30:00Z,362.566,362.566
2020-08-18T18:30:00Z,395.454,395.454
2020-08-19T18:30:00Z,254.28300000000002,254.28300000000002
2020-08-20T18:30:00Z,468.213,468.213
2020-08-21T18:30:00Z,315.892,315.892
2020-08-22T18:30:00Z,291.674,291.674
2020-08-23T18:30:00Z,569.94,569.94
2020-08-24T18:30:00Z,332.824,332.824
2020-08-25T18:30:00Z,401.745,401.745
2020-08-26T18:30:00Z,487.943,487.943
2020-08-27T18:30:00Z,453.51800000000003,453.51800000000003
2020-08-28T18:30:00Z,368.079,368.079
2020-08-29T18:30:00Z,256.808,256.808
2020-08-30T18:30:00Z,553.967,553.967
2020-08-31T18:30:00Z,455.078,455.078
2020-09-01T18:30:00Z,485.133,485.133
2020-09-02T18:30:00Z,334.691,334.691
2020-09-03T18:30:00Z,481.017,481.017
2020-09-04T18:30:00Z,510.515,510.515
2020-09-05T18:30:00Z,321.567,321.567
2020-09-06T18:30:00Z,399.139,399.139
2020-09-07T18:30:00Z,299.954,299.954
2020-09-08T18:30:00Z,347.637,347.637
2020-09-09T18:30:00Z,434.127,434.127
2020-09-10T18:30:00Z,273.538,273.538
2020-09-11T18:30:00Z,444.28000000000003,444.28000000000003
2020-09-12T18:30:00Z,313.12,313.12
2020-09-13T18:30:00Z,359.199,359.199
2020-09-14T18:30:00Z,306.493,306.493
2020-09-15T18:30:00Z,467.962,467.962
2020-09-16T18:30:00Z,483.16700000000003,483.16700000000003
2020-09-17T18:30:00Z,369.896,369.896
2020-09-18T18:30:00Z,321.771,321.771
2020-09-19T18:30:00Z,267.589,267.589
2020-09-20T18:30:00Z,537.128,537.128
2020-09-21T18:30:00Z,291.618,291.618
2020-09-22T18:30:00Z,492.305,492.305
2020-09-23T18:30:00Z,497.469,497.469
2020-09-24T18:30:00Z,309.766,309.766
2020-09-25T18:30:00Z,499.324,499.324
2020-09-26T18:30:00Z,421.79699999999997,421.79699999999997
2020-09-27T18:30:00Z,601.903,601.903
2020-09-28T18:30:00Z,474.803,474.803
2020-09-29T18:30:00Z,500.682,500.682
2020-09-30T18:30:00Z,698.008,698.008
2020-10-01T18:30:00Z,490.939,490.939
2020-10-02T18:30:00Z,276.973,276.973
2020-10-03T18:30:00Z,410.739,410.739
2020-10-04T18:30:00Z,663.0260000000001,663.0260000000001
2020-10-05T18:30:00Z,557.904,557.904
2020-10-06T18:30:00Z,540.181,540.181
2020-10-07T18:30:00Z,354.533,354.533
2020-10-08T18:30:00Z,439.646,439.646
2020-10-09T18:30:00Z,526.46,526.46
2020-10-10T18:30:00Z,368.883,368.883
2020-10-11T18:30:00Z,441.656,441.656
2020-10-12T18:30:00Z,302.78499999999997,302.78499999999997
2020-10-13T18:30:00Z,740.6800000000001,740.6800000000001
2020-10-14T18:30:00Z,541.825,541.825
